Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Welch-Langworth ,Huel Inc Pharm,Zwickau,Germany,50.7189,12.4961,Pharmacy,Retail,Diazemid Felcept,Analgesics,24.0,613,14712.0,October,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Moore PLC Pharm,Bremerhaven,Germany,53.55,8.5833,Hospital,Government,Adideine,Mood Stabilizers,10.0,678,6780.0,October,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Leannon-West Pharmaceutical Limited,Bocholt,Germany,51.8333,6.6167,Hospital,Government,Pitodomide,Antimalarial,330.0,24,7920.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Lockman Ltd Pharm,Mettmann,Germany,51.25,6.9667,Pharmacy,Retail,Zonitonin,Antiseptics,61.0,518,31598.0,October,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Robapril,Antipiretics,5.0,453,2265.0,October,2017,Erica Jones,James Goodwill,Alfa
Koss   ,Raynor LLC Pharm,Hilden,Germany,51.1714,6.9394,Pharmacy,Retail,Sevoderm,Antipiretics,20.0,663,13260.0,October,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Mayert-Weber Pharmaceutical Ltd,Apolda,Germany,51.0247,11.5139,Pharmacy,Institution,Veratorol Ciclovatol,Mood Stabilizers,2.0,154,308.0,October,2017,Stella Given,Alisha Cordwell,Charlie
Kozey-Emmerich ,Bashirian Group ,Pforzheim,Germany,48.895,8.705,Pharmacy,Institution,Ranediol,Antibiotics,5.0,401,2005.0,October,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,51.5467,6.6006,Pharmacy,Retail,Xenaderal,Mood Stabilizers,20.0,311,6220.0,October,2017,Sheila Stones,Britanny Bold,Delta
Erdman  ,"Blick, Pacocha and Schowalter Pharmaceutical Limited",Delbrück,Germany,51.7667,8.5667,Hospital,Private,Adriafinil Ehtymara,Antiseptics,10.0,535,5350.0,October,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Barton Ltd Pharmaceutical Limited,Celle,Germany,52.6256,10.0825,Pharmacy,Retail,Megenorphine,Antimalarial,2.0,402,804.0,October,2017,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Sipes and Sons Pharmaceutical Limited,Krefeld,Germany,51.3333,6.5667,Pharmacy,Institution,Algluconium Dorzofoxin,Antibiotics,10.0,611,6110.0,October,2017,Steve Pepple,Tracy Banks,Bravo
Kozey-Emmerich ,Buckridge Inc Pharm,Brühl,Germany,50.8333,6.9,Hospital,Government,Saprodeine Zanprosyn,Antibiotics,1000.0,215,215000.0,October,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Beier PLC Pharm,Hückelhoven,Germany,51.0608,6.2197,Pharmacy,Institution,Ketastadil,Analgesics,180.0,763,137340.0,October,2017,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Sauer and Sons ,Mechernich,Germany,50.6,6.65,Pharmacy,Retail,Thionide,Analgesics,192.0,113,21696.0,October,2017,Anne Wu,Britanny Bold,Delta
Kozey-Emmerich ,Lemke Ltd Pharmaceutical Limited,Jülich,Germany,50.9222,6.3583,Hospital,Private,Finanel,Antimalarial,10.0,206,2060.0,October,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Crona Group ,Viersen,Germany,51.2556,6.3917,Hospital,Government,Quiniprosyn,Antiseptics,2.0,445,890.0,October,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Kihn Group Pharm,Vaihingen an der Enz,Germany,48.9328,8.9564,Hospital,Private,Zynosine,Antimalarial,10.0,74,740.0,October,2017,Morris Garcia,Tracy Banks,Bravo
Erdman  ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution,Topifribrate,Analgesics,10.0,621,6210.0,October,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Wolff Group ,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,1.0,106,106.0,October,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution,Ciclonazol,Antiseptics,10.0,121,1210.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie
Kozey-Emmerich ,Veum and Sons Pharmaceutical Ltd,Dorsten,Germany,51.66,6.9642,Pharmacy,Institution,Kinerinex,Antiseptics,5.0,647,3235.0,October,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Pfeffer-Kirlin Pharmacy,Ahlen,Germany,51.7633,7.8911,Pharmacy,Institution,Aspinavir Silovance,Antibiotics,2.0,549,1098.0,October,2017,Morris Garcia,Tracy Banks,Bravo
Kozey-Emmerich ,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution,Feruprazole,Mood Stabilizers,10.0,115,1150.0,October,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government,Temasone Thiobucil,Antimalarial,20.0,482,9640.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie
Welch-Langworth ,Bashirian-Kassulke Pharmacy,Kamp-Lintfort,Germany,51.5,6.5333,Hospital,Private,Robapril,Antipiretics,1440.0,453,652320.0,October,2017,Jessica Smith,Britanny Bold,Delta
Koss   ,Predovic LLC Pharmaceutical Ltd,Hannover,Germany,52.3744,9.7386,Pharmacy,Institution,Ampinonide,Antimalarial,2.0,248,496.0,October,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Ondricka Ltd ,Saalfeld,Germany,50.6506,11.3542,Pharmacy,Institution,Zonitonin,Antiseptics,100.0,518,51800.0,October,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,6.0,710,4260.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,"Brakus, Rempel and Harber Pharm",Winnenden,Germany,48.8764,9.3978,Hospital,Private,Invisteride Diclomycin,Mood Stabilizers,100.0,452,45200.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Rosenbaum-Tromp Pharmacy,Lüdenscheid,Germany,51.2198,7.6273,Hospital,Private,Androporin,Antiseptics,50.0,659,32950.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Dach PLC Pharm,Mainz,Germany,50.0,8.2711,Pharmacy,Institution,Afaxacin,Analgesics,126.0,60,7560.0,October,2018,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Collins-Schmidt Pharmaceutical Limited,Bretten,Germany,49.0364,8.7061,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,6.0,762,4572.0,October,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,52.3031,9.4606,Pharmacy,Retail,Aspinavir Silovance,Antibiotics,5.0,549,2745.0,October,2018,Jessica Smith,Britanny Bold,Delta
Koss   ,"Daniel, Baumbach and Nitzsche ",Steinheim am Main,Germany,50.1257,8.83,Hospital,Private,Afretosine,Mood Stabilizers,3.0,404,1212.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Insozyme,Antiseptics,2.0,655,1310.0,October,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private,Megenorphine,Antimalarial,5.0,402,2010.0,October,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Feest-Kshlerin ,Velbert,Germany,51.34,7.0416,Hospital,Government,Arivac,Antimalarial,200.0,567,113400.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Erdman  ,Waelchi LLC Pharm,Sinsheim,Germany,49.25,8.8833,Pharmacy,Retail,Asparathasone Unipan,Antibiotics,1.0,153,153.0,October,2018,Stella Given,Alisha Cordwell,Charlie
Koss   ,Reichel Inc ,Trier,Germany,49.7567,6.6414,Hospital,Government,Tacrodomide,Antipiretics,140.0,420,58800.0,October,2018,Mary Gerrard,Britanny Bold,Delta
Koss   ,Funk and Sons Pharmacy,Friedberg,Germany,48.35,10.9833,Pharmacy,Retail,Apronazol,Antibiotics,50.0,472,23600.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Choriotrisin,Antibiotics,6.0,591,3546.0,October,2018,Alan Ray,James Goodwill,Alfa
Kozey-Emmerich ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail,Androporin,Antiseptics,23.0,659,15157.0,October,2018,Erica Jones,James Goodwill,Alfa
Koss   ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Pulmodiol Adalaxime,Analgesics,200.0,605,121000.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Koss   ,Turner Ltd Pharmacy,Dortmund,Germany,51.5139,7.4653,Pharmacy,Retail,Paronium Atracustone,Analgesics,100.0,414,41400.0,October,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Funk and Sons Pharm,Gießen,Germany,50.5833,8.6667,Pharmacy,Institution,Solasteride,Mood Stabilizers,10.0,520,5200.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Bashirian Group Pharmacy,Georgsmarienhütte,Germany,52.2031,8.0447,Pharmacy,Institution,Diazemid Felcept,Analgesics,20.0,613,12260.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Welch-Langworth ,Erdman PLC ,Holzminden,Germany,51.8297,9.4483,Pharmacy,Retail,Adrecetam Barazoxane,Antimalarial,200.0,24,4800.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmaceutical Limited",Delbrück,Germany,51.7667,8.5667,Hospital,Private,Darlofen,Antipiretics,5.0,577,2885.0,October,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Bartoletti-Altenwerth Pharm,Aalen,Germany,48.8372,10.0936,Hospital,Private,Travosoline Capolac,Antipiretics,240.0,610,146400.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Cordamectin Actolamin,Antipiretics,690.0,367,253230.0,October,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Adriafinil Ehtymara,Antiseptics,80.0,535,42800.0,October,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Sanctumine,Antimalarial,4.0,149,596.0,October,2018,Abigail Thompson,Tracy Banks,Bravo
Kozey-Emmerich ,Lindgren-Simonis Pharmacy,Neumarkt,Germany,49.2833,11.4667,Hospital,Government,Belavarix Benzabicin,Antibiotics,92.0,131,12052.0,October,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Lockman-Welch ,Kiel,Germany,54.3233,10.1394,Hospital,Government,Topipizole,Mood Stabilizers,300.0,368,110400.0,October,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Welch-Orn Pharm,Emden,Germany,53.3669,7.2061,Hospital,Private,Metapatch,Antipiretics,2.0,438,876.0,October,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,50.7339,7.0997,Pharmacy,Retail,Alglutriptan,Analgesics,2.0,301,602.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie
Lockman  ,Denesik-Hintz Pharmaceutical Limited,Dülmen,Germany,51.8308,7.2783,Hospital,Government,Aspinavir Silovance,Antibiotics,10.0,549,5490.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,"Moen, Murazik and Smith Pharmaceutical Ltd",Ingolstadt,Germany,48.7636,11.4261,Hospital,Government,Belavarix Benzabicin,Antibiotics,160.0,131,20960.0,October,2018,Anne Wu,Britanny Bold,Delta
Koss   ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Travoloride,Antiseptics,50.0,785,39250.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Koss   ,Schimmel-Waelchi Pharmaceutical Limited,Olching,Germany,48.2,11.3167,Pharmacy,Institution,Spiroderall,Mood Stabilizers,2.0,653,1306.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Watsica, Larson and Labadie Pharmaceutical Ltd",Nettetal,Germany,51.3167,6.2833,Hospital,Private,Effigine Propraprex,Antimalarial,20.0,377,7540.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Sauer and Sons Pharmacy,Hürth,Germany,50.8775,6.8761,Pharmacy,Institution,Quiniprosyn,Antiseptics,17.0,445,7565.0,October,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Jakubowski Inc Pharma Plc,Tönisvorst,Germany,51.3208,6.4931,Hospital,Government,Pazofenac,Mood Stabilizers,15.0,123,1845.0,October,2018,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Crist LLC Pharma Plc,Neustadt,Germany,49.35,8.15,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,5.0,106,530.0,October,2018,Jessica Smith,Britanny Bold,Delta
Erdman  ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,51.8417,8.3,Pharmacy,Retail,Clindaracil,Analgesics,10.0,173,1730.0,October,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,13.4775,Hospital,Government,Atrabicin Alkerotec,Antiseptics,120.0,249,29880.0,October,2018,Thompson Crawford,James Goodwill,Alfa
Koss   ,Gerlach PLC Pharmaceutical Ltd,Lünen,Germany,51.6167,7.5167,Hospital,Private,Spiroderall,Mood Stabilizers,3.0,653,1959.0,October,2018,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,49.2494,7.3608,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,30.0,682,20460.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Fahey-Flatley ,Hagen,Germany,51.3594,7.475,Hospital,Government,Adrecetam Barazoxane,Antimalarial,10.0,24,240.0,October,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,48.6244,9.8306,Pharmacy,Retail,Abatatriptan,Antibiotics,15.0,742,11130.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Homenick-Larson Pharmaceutical Ltd,Bergkamen,Germany,51.6167,7.6333,Hospital,Government,Aprerase,Antipiretics,33.0,726,23958.0,October,2018,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",Neuburg,Germany,48.7333,11.1833,Pharmacy,Institution,Aggretisol,Antimalarial,5.0,262,1310.0,October,2018,Mary Gerrard,Britanny Bold,Delta
Koss   ,Stehr-Champlin Pharmacy,Eberswalde,Germany,52.8331,13.8331,Pharmacy,Retail,Paronium Atracustone,Analgesics,250.0,414,103500.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Schaefer-Rolfson Pharmacy,Germersheim,Germany,49.2167,8.3667,Pharmacy,Institution,Ampysin,Analgesics,23.0,243,5589.0,October,2018,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Quixitriptan Alanesin,Antiseptics,20.0,79,1580.0,October,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Huels-Klein ,Peine,Germany,52.3203,10.2336,Pharmacy,Retail,Insozyme,Antiseptics,5.0,655,3275.0,October,2018,Anne Wu,Britanny Bold,Delta
Koss   ,Schaden-Hirthe ,Kaiserslautern,Germany,49.4447,7.7689,Pharmacy,Institution,Apromin,Antiseptics,180.0,375,67500.0,October,2018,Alan Ray,James Goodwill,Alfa
Koss   ,"Romaguera, Moen and Hagenes Pharmacy",Castrop-Rauxel,Germany,51.55,7.3167,Hospital,Government,Halciramine,Antimalarial,2.0,409,818.0,October,2018,Jessica Smith,Britanny Bold,Delta
Welch-Langworth ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Tetalamide,Antibiotics,187.0,430,80410.0,October,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Parisian Ltd Pharma Plc,Paderborn,Germany,51.7167,8.7667,Hospital,Government,Zyvance,Analgesics,10.0,323,3230.0,October,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,50.0715,8.8482,Pharmacy,Retail,Ampysin,Analgesics,10.0,243,2430.0,October,2018,Sheila Stones,Britanny Bold,Delta
Erdman  ,Marquardt PLC ,Wetter (Ruhr),Germany,51.3881,7.395,Hospital,Government,Topifribrate,Analgesics,46.0,621,28566.0,October,2018,Alan Ray,James Goodwill,Alfa
Koss   ,"Koch, Borer and Hagenes Pharm",Waiblingen,Germany,48.8303,9.3169,Hospital,Private,Acycpex,Mood Stabilizers,960.0,510,489600.0,October,2018,Mary Gerrard,Britanny Bold,Delta
Kozey-Emmerich ,Medhurst-Beer ,Aachen,Germany,50.7762,6.0838,Hospital,Private,Travosoline Capolac,Antipiretics,30.0,610,18300.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Cortirodine Alimcline,Antipiretics,20.0,128,2560.0,October,2018,Steve Pepple,Tracy Banks,Bravo
Koss   ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Adtiza Gammaluble,Antibiotics,10.0,452,4520.0,October,2019,Erica Jones,James Goodwill,Alfa
Koss   ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Dorzovorin Pentadarone,Antimalarial,480.0,164,78720.0,October,2019,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Daugherty-Rempel Pharm,Neu Isenburg,Germany,50.0558,8.6971,Hospital,Private,Halcifergen Nevazone,Antimalarial,10.0,710,7100.0,October,2019,Steve Pepple,Tracy Banks,Bravo
Erdman  ,Reichel Inc ,Trier,Germany,49.7567,6.6414,Hospital,Government,Dantolac Pazocor,Analgesics,-43.0,578,-24854.0,October,2019,Stella Given,Alisha Cordwell,Charlie
Koss   ,Mraz Group Pharma Plc,Hohen Neuendorf,Germany,52.6667,13.2831,Hospital,Private,Aldevac,Analgesics,100.0,26,2600.0,October,2019,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Medhurst-Beer ,Aachen,Germany,50.7762,6.0838,Hospital,Private,Duraprazole Agalsixolol,Antiseptics,1.0,375,375.0,October,2019,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,51.3265,7.3559,Pharmacy,Retail,Quixitriptan Alanesin,Antiseptics,100.0,79,7900.0,October,2019,Erica Jones,James Goodwill,Alfa
Erdman  ,"Kertzmann, Quitzon and Harris ",Greven,Germany,52.0917,7.6083,Hospital,Government,Claripenem,Antibiotics,5.0,448,2240.0,October,2019,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Wolff Group ,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail,Pitodomide,Antimalarial,50.0,24,1200.0,October,2019,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Kris LLC Pharmaceutical Limited,Herten,Germany,51.6,7.1333,Hospital,Government,Nevanide Actozide,Antibiotics,1.0,773,773.0,October,2019,Erica Jones,James Goodwill,Alfa
Koss   ,Waelchi LLC Pharmaceutical Limited,Essen,Germany,51.4508,7.0131,Hospital,Private,Brimorix Amonine,Antibiotics,5.0,398,1990.0,October,2019,Steve Pepple,Tracy Banks,Bravo
Koss   ,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution,Ibruferon,Antiseptics,20.0,82,1640.0,October,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Dexmebital Acanplan,Analgesics,10.0,170,1700.0,October,2019,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Purdy Ltd ,Erkelenz,Germany,51.08,6.3156,Pharmacy,Retail,Duraprazole Agalsixolol,Antiseptics,1.0,375,375.0,October,2019,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Kub, Von and Herzog Pharmaceutical Limited",Freudenstadt,Germany,48.4633,8.4111,Hospital,Private,Vibratosine Alemtrace,Antibiotics,50.0,269,13450.0,October,2019,Anne Wu,Britanny Bold,Delta
Erdman  ,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government,Ionclotide,Analgesics,480.0,631,302880.0,October,2019,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Ltd,Höxter,Germany,51.7667,9.3667,Hospital,Private,Novakyn Tracprox,Antiseptics,50.0,288,14400.0,October,2019,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Buckridge, Hand and Hyatt ",Dinslaken,Germany,51.5667,6.7333,Pharmacy,Institution,Formolovir Amanferon,Analgesics,24.0,191,4584.0,October,2019,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail,Immurenol Temarate,Antipiretics,36.0,303,10908.0,October,2019,Stella Given,Alisha Cordwell,Charlie
Koss   ,Jakubowski Inc Pharmacy,Gladbeck,Germany,51.5713,6.9827,Pharmacy,Institution,Effidomide Evofribrate,Antiseptics,80.0,612,48960.0,October,2019,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Bartoletti-Altenwerth Pharm,Aalen,Germany,48.8372,10.0936,Hospital,Private,Apromin,Antiseptics,480.0,375,180000.0,October,2019,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail,Factofribrate,Mood Stabilizers,160.0,99,15840.0,October,2019,Erica Jones,James Goodwill,Alfa
Koss   ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,360.0,220,79200.0,October,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Bashirian-Kassulke Pharmacy,Kamp-Lintfort,Germany,51.5,6.5333,Hospital,Private,Xenaderal,Mood Stabilizers,3.0,311,933.0,October,2019,Alan Ray,James Goodwill,Alfa
Erdman  ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Zonixamine Immulinum,Analgesics,10.0,298,2980.0,October,2019,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Kozey Ltd Pharmacy,Stralsund,Germany,54.3,13.0833,Pharmacy,Retail,Dexacilin Triline,Analgesics,20.0,129,2580.0,October,2019,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Nolan, DuBuque and Schultz ",Oldenburg,Germany,53.1439,8.2139,Hospital,Private,Adalatamine,Antiseptics,46.0,794,36524.0,October,2019,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,51.3265,7.3559,Pharmacy,Retail,Propralamide Dexlanzolam,Mood Stabilizers,1.0,391,391.0,October,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Schuppe Inc Pharm,Traunstein,Germany,47.8683,12.6433,Pharmacy,Institution,Lactubucil,Antipiretics,80.0,585,46800.0,October,2019,Anne Wu,Britanny Bold,Delta
Erdman  ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,47.8078,9.6417,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,3.0,502,1506.0,October,2020,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private,Apromin,Antiseptics,20.0,375,7500.0,October,2020,Mary Gerrard,Britanny Bold,Delta
Koss   ,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail,Fosinofen,Antipiretics,72.0,385,27720.0,October,2020,Jessica Smith,Britanny Bold,Delta
Erdman  ,Streich PLC ,Bottrop,Germany,51.5232,6.9253,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,20.0,762,15240.0,October,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Clindaracil,Analgesics,90.0,173,15570.0,October,2020,Daniel Gates,Alisha Cordwell,Charlie
Erdman  ,Graham and Sons Pharma Plc,Bad Salzungen,Germany,50.8117,10.2333,Pharmacy,Institution,Ceretosine,Antiseptics,56.0,343,19208.0,October,2020,Sheila Stones,Britanny Bold,Delta
Erdman  ,"Reynolds, Jast and Mante Pharm",Elmshorn,Germany,53.7547,9.6536,Hospital,Government,Veratorol Ciclovatol,Mood Stabilizers,200.0,154,30800.0,October,2020,Erica Jones,James Goodwill,Alfa
Erdman  ,Pfannerstill Group ,Calw,Germany,48.7144,8.7375,Hospital,Private,Symbitrim,Analgesics,400.0,536,214400.0,October,2020,Sheila Stones,Britanny Bold,Delta
Erdman  ,"Sanford, Franecki and Greenholt Pharma Plc",Waltrop,Germany,51.6167,7.3833,Hospital,Government,Kinenadryl,Antipiretics,20.0,782,15640.0,October,2020,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,"Kuphal, D'Amore and Bode Pharm",Cologne,Germany,50.9422,6.9578,Hospital,Government,Neuropogen Empibax,Analgesics,120.0,605,72600.0,October,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,51.2719,8.8731,Pharmacy,Retail,Lovepion,Antiseptics,30.0,544,16320.0,October,2020,Steve Pepple,Tracy Banks,Bravo
Erdman  ,Kris LLC Pharmaceutical Limited,Herten,Germany,51.6,7.1333,Hospital,Government,Proprabax,Analgesics,12.0,64,768.0,October,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government,Diprolimus,Antiseptics,10.0,634,6340.0,October,2020,Alan Ray,James Goodwill,Alfa
